user_id,case_id,upload_times,every_scores,scores_change,final_score
60825,2335,6,0.0|40.0|40.0|40.0|80.0|100.0,40.0|0.0|0.0|40.0|20.0,100
60825,2349,1,100.0,,100
60825,2350,1,0.0,,0
60825,2361,1,100.0,,100
60825,2374,2,75.0|100.0,25.0,100
60825,2410,1,100.0,,100
60825,2413,3,0.0|0.0|100.0,0.0|100.0,100
60825,2414,3,0.0|0.0|100.0,0.0|100.0,100
60825,2417,2,0.0|100.0,100.0,100
60825,2418,1,100.0,,100
60825,2422,1,100.0,,100
60825,2452,1,100.0,,100
60825,2475,1,100.0,,100
60825,2476,1,100.0,,100
60825,2526,6,40.0|0.0|0.0|0.0|60.0|100.0,-40.0|0.0|0.0|60.0|40.0,100
60825,2528,1,100.0,,100
60825,2529,2,0.0|100.0,100.0,100
60825,2533,1,100.0,,100
60825,2534,20,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|100.0,100
60825,2535,1,100.0,,100
60825,2536,1,100.0,,100
60825,2538,1,100.0,,100
60825,2539,1,100.0,,100
60825,2541,4,0.0|0.0|0.0|100.0,0.0|0.0|100.0,100
60825,2542,2,0.0|100.0,100.0,100
60825,2544,3,0.0|0.0|100.0,0.0|100.0,100
60825,2545,2,0.0|100.0,100.0,100
60825,2571,1,100.0,,100
60825,2573,4,20.0|100.0|20.0|100.0,80.0|-80.0|80.0,100
60825,2574,1,100.0,,100
60825,2577,2,60.0|100.0,40.0,100
60825,2580,5,60.0|60.0|60.0|60.0|60.0,0.0|0.0|0.0|0.0,100
60825,2581,1,100.0,,100
60825,2582,3,0.0|0.0|100.0,0.0|100.0,100
60825,2583,2,0.0|100.0,100.0,100
60825,2584,1,100.0,,100
60825,2585,2,0.0|100.0,100.0,100
60825,2587,1,100.0,,100
60825,2591,1,100.0,,100
60825,2594,1,100.0,,100
60825,2595,1,100.0,,100
60825,2606,1,100.0,,100
60825,2609,2,75.0|100.0,25.0,100
60825,2613,2,75.0|100.0,25.0,100
60825,2620,1,100.0,,100
60825,2621,1,100.0,,100
60825,2622,25,66.67|50.0|50.0|50.0|50.0|83.33|83.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.67|0.0|83.33|83.33|83.33|83.33|83.33|83.33|0.0|100.0,-16.67|0.0|0.0|0.0|33.33|0.0|-83.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.67|-16.67|83.33|0.0|0.0|0.0|0.0|0.0|-83.33|100.0,100
60825,2623,4,0.0|20.0|60.0|100.0,20.0|40.0|40.0,100
60825,2624,5,0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|100.0,100
60825,2625,1,100.0,,100
60825,2626,1,100.0,,100
60825,2627,5,66.67|66.67|66.67|66.67|100.0,0.0|0.0|0.0|33.33,100
60825,2628,1,100.0,,100
60825,2640,2,0.0|100.0,100.0,100
60825,2660,3,60.0|80.0|100.0,20.0|20.0,100
60825,2663,2,100.0|100.0,0.0,100
60825,2666,5,25.0|25.0|75.0|100.0|100.0,0.0|50.0|25.0|0.0,100
60825,2670,4,0.0|0.0|0.0|100.0,0.0|0.0|100.0,100
60825,2672,2,0.0|100.0,100.0,100
60825,2674,2,75.0|100.0,25.0,100
60825,2678,1,100.0,,100
60825,2704,3,0.0|0.0|100.0,0.0|100.0,100
60825,2705,1,100.0,,100
60825,2707,5,0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|100.0,100
60825,2709,4,0.0|0.0|0.0|100.0,0.0|0.0|100.0,100
60825,2710,1,100.0,,100
60825,2711,1,100.0,,100
60825,2712,1,100.0,,100
60825,2713,3,83.33|83.33|100.0,0.0|16.67,100
60825,2714,1,100.0,,100
60825,2716,40,0.0|0.0|0.0|0.0|60.0|60.0|0.0|80.0|80.0|80.0|80.0|80.0|80.0|20.0|80.0|80.0|80.0|60.0|80.0|80.0|80.0|60.0|60.0|60.0|80.0|60.0|80.0|80.0|80.0|80.0|80.0|80.0|60.0|60.0|60.0|80.0|80.0|60.0|60.0|100.0,0.0|0.0|0.0|60.0|0.0|-60.0|80.0|0.0|0.0|0.0|0.0|0.0|-60.0|60.0|0.0|0.0|-20.0|20.0|0.0|0.0|-20.0|0.0|0.0|20.0|-20.0|20.0|0.0|0.0|0.0|0.0|0.0|-20.0|0.0|0.0|20.0|0.0|-20.0|0.0|40.0,100
60825,2717,2,0.0|100.0,100.0,100
60825,2718,2,0.0|100.0,100.0,100
60825,2719,1,100.0,,100
60825,2726,1,100.0,,100
60825,2733,2,80.0|100.0,20.0,100
60825,2734,1,100.0,,100
60825,2735,1,100.0,,100
60825,2736,1,100.0,,100
60825,2737,1,100.0,,100
60825,2738,11,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|100.0,100
60825,2739,5,0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|100.0,100
60825,2740,2,0.0|100.0,100.0,100
60825,2741,2,0.0|100.0,100.0,100
60825,2742,1,100.0,,100
60825,2743,1,100.0,,100
60825,2745,1,100.0,,100
60825,2746,1,100.0,,100
60825,2748,12,0.0|0.0|0.0|0.0|0.0|0.0|66.67|66.67|66.67|66.67|33.33|100.0,0.0|0.0|0.0|0.0|0.0|66.67|0.0|0.0|0.0|-33.34|66.67,100
60825,2750,1,100.0,,100
60825,2751,2,0.0|100.0,100.0,100
60825,2752,2,0.0|100.0,100.0,100
60825,2753,1,100.0,,100
60825,2754,7,0.0|0.0|0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|0.0|0.0|100.0,100
60825,2756,3,0.0|0.0|100.0,0.0|100.0,100
60825,2762,2,80.0|100.0,20.0,100
60825,2763,2,0.0|100.0,100.0,100
60825,2764,1,100.0,,100
60825,2765,1,100.0,,100
60825,2766,1,100.0,,100
60825,2767,1,100.0,,100
60825,2768,1,100.0,,100
60825,2769,1,100.0,,100
60825,2771,2,0.0|100.0,100.0,100
60825,2772,4,0.0|20.0|0.0|100.0,20.0|-20.0|100.0,100
60825,2773,1,100.0,,100
60825,2775,3,40.0|40.0|100.0,0.0|60.0,100
60825,2776,3,0.0|0.0|100.0,0.0|100.0,100
60825,2777,5,0.0|0.0|0.0|0.0|100.0,0.0|0.0|0.0|100.0,100
60825,2778,1,100.0,,100
60825,2779,1,100.0,,100
60825,2781,5,80.0|60.0|40.0|80.0|100.0,-20.0|-20.0|40.0|20.0,100
60825,2841,1,100.0,,100
60825,2869,4,0.0|0.0|0.0|100.0,0.0|0.0|100.0,100
60825,2880,13,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|40.0|40.0|100.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|40.0|0.0|60.0,100
60825,2881,3,0.0|0.0|100.0,0.0|100.0,100
60825,2882,1,100.0,,100
60825,2888,1,100.0,,100
60825,2893,2,0.0|100.0,100.0,100
60825,2895,1,100.0,,100
60825,2897,3,0.0|0.0|100.0,0.0|100.0,100
60825,2899,1,100.0,,100
60825,2901,1,100.0,,100
60825,2902,3,0.0|100.0|100.0,100.0|0.0,100
60825,2903,1,100.0,,100
60825,2905,1,100.0,,100
60825,2913,2,60.0|100.0,40.0,100
60825,2927,1,100.0,,100
60825,2948,1,100.0,,100
60825,2966,1,100.0,,100
60825,2971,7,0.0|0.0|80.0|80.0|80.0|80.0|100.0,0.0|80.0|0.0|0.0|0.0|20.0,100
60825,2976,8,0.0|0.0|0.0|0.0|0.0|0.0|25.0|100.0,0.0|0.0|0.0|0.0|0.0|25.0|75.0,100
60825,2977,1,100.0,,100
60825,2986,6,40.0|0.0|0.0|0.0|0.0|100.0,-40.0|0.0|0.0|0.0|100.0,100
60825,2987,3,0.0|0.0|100.0,0.0|100.0,100
60825,2988,2,0.0|100.0,100.0,100
60825,2989,2,0.0|100.0,100.0,100
60825,2990,1,100.0,,100
60825,2991,2,0.0|100.0,100.0,100
