case_id,平均做对时间,平均提交次数
2156,2482.609756097561,1.1219512195121952
2219,1892896.9302325582,1.441860465116279
2298,1233.969696969697,1.0303030303030303
2375,189073314.16666666,4.666666666666667
2294,3665382.294117647,2.3823529411764706
2492,4810485.885714286,2.0
2391,4869.236842105263,1.0526315789473684
2292,22425545.55882353,1.3823529411764706
2306,30416106.47368421,2.6052631578947367
2405,68820539.45454545,2.606060606060606
2404,45553671.51351351,1.8918918918918919
2446,102608.5,1.5
2302,8777537.823529411,1.2058823529411764
2460,38505525.93939394,1.4545454545454546
2459,167820678.0810811,2.864864864864865
2458,57497.6,1.6
2435,2706.225,1.175
2457,39014126.4117647,2.911764705882353
2710,873505.4578313254,1.6265060240963856
2434,124765.5945945946,1.945945945945946
2455,49524162.28169014,2.5774647887323945
2432,95657292.225,1.7
2431,6699002.545454546,2.787878787878788
2448,173106.68181818182,1.6590909090909092
2443,6703765.545454546,1.4545454545454546
2495,210079.725,1.75
2491,81119.0,1.2093023255813953
2538,4457999.640776699,1.7766990291262137
2515,2591304.3636363638,1.4090909090909092
2536,71033078.953125,1.8984375
2525,1049226.858974359,1.5769230769230769
2601,24049.17391304348,1.2826086956521738
2634,28156685.222222224,1.6777777777777778
2513,374710.4431818182,1.4886363636363635
2579,82429446.16666667,1.8333333333333333
2578,3639135.7391304346,1.7608695652173914
2541,5250058.81443299,1.4948453608247423
2517,63310.15909090909,1.2045454545454546
2604,71677654.67391305,1.9782608695652173
2516,2257188.909090909,1.2954545454545454
2603,52707592.020833336,2.6875
2368,523082275.902439,5.170731707317073
2365,5196970.613636363,1.8181818181818181
2385,55064899.744186044,1.7906976744186047
2290,24266051.90909091,2.159090909090909
2210,88340104.64864865,5.621621621621622
2231,148481.16279069768,2.7906976744186047
2472,36507229.65116279,2.0697674418604652
2593,77918037.51282051,4.923076923076923
2546,58265.52272727273,1.4772727272727273
2689,15262872.02631579,1.4736842105263157
2688,25307303.463414636,1.8048780487804879
2687,1026706.675,1.9
2686,67184604.94736843,3.289473684210526
2685,16908.60975609756,1.5853658536585367
2684,19021040.897435896,2.0
2208,100050365.25641026,3.7948717948717947
2287,2041875.7,2.875
2683,214677384.0,2.9743589743589745
2682,53019741.585365854,3.1707317073170733
2681,1826026.9047619049,1.3571428571428572
2680,44261.94871794872,1.5897435897435896
2481,1941169.2727272727,1.25
2480,26671.13953488372,1.744186046511628
2281,44331.767441860466,1.6511627906976745
2679,5186887.073170732,1.7317073170731707
2479,33690365.13636363,3.8636363636363638
2677,346474.46341463417,1.2682926829268293
2478,1727787.7777777778,1.4444444444444444
2676,35258788.71428572,2.0952380952380953
2675,4698.2558139534885,1.1162790697674418
2477,42330982.317073174,2.5609756097560976
2944,98155.41304347826,1.891304347826087
2964,173455801.86842105,5.157894736842105
2941,179841.5,2.9782608695652173
2951,26729983.577777777,2.8666666666666667
2940,118090413.07894737,2.8947368421052633
2962,73473358.575,4.1
2950,190145859.4651163,3.9302325581395348
2960,26232290.31707317,3.4878048780487805
2939,58907296.63636363,3.522727272727273
2938,35795046.74468085,1.702127659574468
2949,54857317.85106383,3.574468085106383
2937,12508.489361702128,1.1702127659574468
2959,33755257.59090909,3.4318181818181817
2935,1305952.956521739,1.7826086956521738
2912,57840358.75,1.4375
2251,9319017.930232558,2.046511627906977
2328,3383016.976744186,2.697674418604651
2229,13348.697674418605,1.302325581395349
2327,15153916.318181818,2.0454545454545454
2228,842251.1463414634,1.5365853658536586
2249,4362344.6,1.8
2325,282772.0652173913,3.0
2248,162374.9512195122,1.9268292682926829
2247,42568914.075,1.825
2225,45199.1,1.8
2323,861870.9318181818,1.8409090909090908
2224,164015.7441860465,2.511627906976744
2246,1273008.975609756,1.7073170731707317
2244,10505957.75609756,1.8048780487804879
2222,32331992.833333332,2.5952380952380953
2243,234305.36585365853,1.6097560975609757
2320,1067358.0,2.975
2166,68910414.6111111,3.611111111111111
2242,14203364.909090908,1.4318181818181819
2241,88162.58536585367,1.3902439024390243
2163,324805.6046511628,2.046511627906977
2162,25410337.10714286,2.25
2317,948892.3170731707,1.7073170731707317
2217,10495155.121951219,1.3170731707317074
2216,900897.582278481,2.050632911392405
2238,18692.95238095238,1.5238095238095237
2335,2239521.6464646463,1.8080808080808082
2214,104116.90697674418,1.558139534883721
2334,520688.7555555556,1.8444444444444446
2333,89177858.22727273,2.75
2376,329419371.6666667,3.761904761904762
2277,100782709.35897435,2.6923076923076925
2319,5484783.837209302,2.3488372093023258
2221,63588140.55263158,2.1315789473684212
2254,45486922.64864865,3.445945945945946
2265,69060987.78571428,3.4642857142857144
2232,153078970.7857143,6.214285714285714
2165,141292.32432432432,1.864864864864865
2264,81578503.25806452,6.354838709677419
2175,59541819.8,2.9
2337,134058865.0,6.027777777777778
2303,34246979.77142857,3.2285714285714286
2213,399996.4516129032,1.7419354838709677
2234,86461526.51724137,7.275862068965517
2233,61621589.942857146,5.085714285714285
2702,65024894.219512194,3.5121951219512195
2635,1072099.1363636365,2.090909090909091
2645,44043.666666666664,1.4761904761904763
2644,140303.39024390245,2.4634146341463414
2643,421687.64285714284,1.5
2566,532438.3846153846,3.076923076923077
2576,52571584.0,2.4285714285714284
2642,27588508.95,2.15
2565,601986.2195121951,2.8048780487804876
2641,316012.4186046512,2.372093023255814
2630,24648702.272727273,3.6136363636363638
2575,81969.95,1.525
2773,20384309.14893617,2.3297872340425534
2563,2911659.0975609757,3.2195121951219514
2606,15902220.0,1.6013986013986015
2639,30176839.626506023,2.253012048192771
2637,190904.66666666666,2.2444444444444445
2526,44149675.35,3.14
2504,58599888.65909091,2.6363636363636362
2488,137814.27272727274,2.227272727272727
2520,34472910.75,1.9772727272727273
2399,104444349.73170732,3.1707317073170733
2496,256248.44186046513,2.2093023255813953
2551,52578.243902439026,1.170731707317073
2297,6359252.644444444,1.9333333333333333
2550,76951.0487804878,1.4634146341463414
2572,55421694.80487805,3.8292682926829267
2351,82086526.61290322,3.6774193548387095
2493,29263.595238095237,1.2380952380952381
2503,37122400.0,3.973684210526316
2349,37226636.13235294,1.4264705882352942
2447,37456.380952380954,1.8571428571428572
2502,8435870.954545455,2.7954545454545454
2369,1234620.1627906978,2.255813953488372
2501,46891.642857142855,1.3571428571428572
2508,8052945.666666667,2.3333333333333335
2437,2634531.4102564105,2.871794871794872
2314,431633.6,2.9714285714285715
2512,117914.17073170732,1.3658536585365855
2556,102682.78048780488,1.7560975609756098
2313,183736023.4871795,5.846153846153846
2511,293547.41025641025,2.5641025641025643
2555,21753.333333333332,1.5952380952380953
2499,2006877.325,4.35
2554,6974484.525,2.2
2553,20027261.714285713,3.7714285714285714
2597,126922.17073170732,2.6097560975609757
2552,36496347.35,3.075
2310,152378720.0967742,8.419354838709678
2318,181324607.2352941,6.176470588235294
2666,22608.132075471698,1.509433962264151
2663,64512777.90909091,1.1272727272727272
2672,243158.03773584907,1.169811320754717
2473,82631563.55,1.875
2691,75751466.62162162,2.0
2471,1731708.8292682928,2.3902439024390243
2690,242498524.56756756,3.810810810810811
2590,35263322.65853658,2.951219512195122
2724,4184.804878048781,1.1219512195121952
2723,20792.853658536584,1.5609756097560976
2646,11616.365853658537,1.3902439024390243
2722,4615.024390243902,2.268292682926829
2721,23376.80487804878,1.853658536585366
2487,30879442.536585364,2.5121951219512195
2761,17162.878048780487,1.4146341463414633
2486,88900498.87179486,2.0256410256410255
2728,18641803.60526316,2.0526315789473686
2727,75226561.86486487,2.6216216216216215
2649,49009059.12195122,2.073170731707317
2725,157674744.5526316,2.3421052631578947
2760,16679.39024390244,1.4878048780487805
2485,43134732.25,1.975
2484,60898935.36585366,2.8292682926829267
2560,40006894.125,1.825
2483,175889.24390243902,1.5121951219512195
2559,3525672.1219512196,1.5121951219512195
2557,22638170.82926829,2.317073170731707
2755,7107632.375,2.475
2732,41670647.025,1.85
2336,44147061.026315786,2.710526315789474
2731,93473.51282051283,1.4871794871794872
2730,1673377.1707317072,1.6829268292682926
2759,27480.731707317074,1.5121951219512195
2954,156089207.3611111,3.4444444444444446
2975,17592395.26190476,1.4523809523809523
2942,29286117.536585364,3.926829268292683
2963,165765624.7777778,2.9444444444444446
2974,121722.05555555556,2.0833333333333335
2984,54080381.76190476,2.880952380952381
2961,72244602.4736842,1.9473684210526316
2972,194405527.8888889,5.638888888888889
2970,17008050.5,2.78125
2981,16349918.17142857,2.5142857142857142
2969,170034136.05882353,3.2058823529411766
2979,21158.5,1.3333333333333333
2946,2193248.536585366,1.951219512195122
2957,18422084.91891892,2.081081081081081
2968,67407889.48571429,2.2
2978,77209421.92857143,5.857142857142857
2945,59488577.34146342,2.2195121951219514
2956,194743257.3611111,2.9166666666666665
2305,15963594.612903226,3.4516129032258065
2316,79716435.1,4.9
2348,1806238.5666666667,3.2666666666666666
2347,60620636.25,4.125
2235,164492042.63636363,2.606060606060606
2343,12181.4375,1.125
2354,28694438.732394367,2.619718309859155
2331,74657348.12121212,3.303030303030303
2352,174325681.625,2.40625
2704,39518300.14117647,1.388235294117647
2374,1937393.0595238095,1.869047619047619
2470,81929664.35135135,2.2162162162162162
2393,209800.84210526315,1.894736842105263
2469,50545748.21052632,2.026315789473684
2384,52362.31578947369,1.6578947368421053
2521,51102386.166666664,2.119047619047619
2532,110317486.51282051,2.128205128205128
2497,28805949.975,1.625
2519,106301.85714285714,1.880952380952381
2529,44372492.34313726,1.9411764705882353
2650,45678.97222222222,1.75
2353,70554588.0,2.942857142857143
2524,258218253.69444445,3.9722222222222223
2600,146126219.31428573,1.9428571428571428
2400,43398302.86666667,3.566666666666667
2509,348676.9210526316,1.605263157894737
2605,8073344.027777778,2.638888888888889
2549,101542.56756756757,1.837837837837838
2648,1509716.8055555555,3.138888888888889
2540,37979634.65625,3.0
2660,4937897.05952381,1.630952380952381
2382,28987663.846153848,2.5641025641025643
2416,60676249.5945946,2.081081081081081
2636,2985887.285714286,2.3142857142857145
2657,253926.9705882353,2.235294117647059
2633,33708758.91891892,2.7027027027027026
2699,99601754.85294117,4.382352941176471
2599,1174504.6857142858,2.1714285714285713
2632,139170.3142857143,2.5142857142857142
2654,80067.16666666667,1.5
2598,1149087.0,1.75
2631,321416.2702702703,3.2162162162162162
2697,76718396.6388889,1.6944444444444444
2696,96785.45714285714,2.5714285714285716
2355,8063367.606060606,3.787878787878788
2695,211339.77142857143,2.2
2398,36107380.558823526,3.7941176470588234
2638,45452.67567567567,1.837837837837838
2092,480257217.38095236,6.0476190476190474
2276,56264171.384615384,2.076923076923077
2275,245320144.2162162,2.2162162162162162
2330,101991703.84210527,4.052631578947368
2250,168510921.7857143,1.9761904761904763
2370,20379851.63414634,1.6341463414634145
2403,1061960.738095238,1.5714285714285714
2326,321398.75675675675,2.027027027027027
2402,8132.875,1.1
2401,47236331.58974359,1.4871794871794872
2324,92675425.05,2.025
2367,54722689.414634146,1.7560975609756098
2421,319370.4651162791,2.1627906976744184
2322,1464709.8974358975,2.0256410256410255
2420,1283157.6744186047,1.5348837209302326
2321,110136643.83783785,3.2162162162162162
2409,4169854.302325581,2.046511627906977
2408,5998478.19047619,2.261904761904762
2407,93898.37209302325,1.697674418604651
2329,57655262.63888889,1.9722222222222223
2364,114424.89743589744,1.5128205128205128
2363,149243.83720930232,1.372093023255814
2362,8542483.048780488,1.7804878048780488
2360,42935.59459459459,1.6756756756756757
2381,74916010.325,2.025
2239,95003174.76923077,2.3846153846153846
2379,2134087.175,1.75
2411,6621939.930232558,1.8837209302325582
2377,1518449.2790697673,2.186046511627907
2332,26314582.333333332,1.75
2419,14196.906976744185,1.255813953488372
2518,18483015.860465117,1.9069767441860466
2694,33228599.35135135,1.5405405405405406
2570,52684381.55555555,1.9722222222222223
2745,24731995.30487805,1.548780487804878
2711,2311334.7045454546,1.1931818181818181
2567,81734798.89473684,1.894736842105263
2720,174433.8108108108,1.6216216216216217
2707,30364971.416666668,1.4375
2706,119008745.6388889,2.111111111111111
2717,19193377.41860465,1.7674418604651163
2716,33635415.56790123,3.654320987654321
2705,31390984.943820223,1.6629213483146068
2726,10389890.82142857,1.2976190476190477
2715,126041091.04761904,2.261904761904762
2703,84373607.75609756,2.926829268292683
2573,832993.5192307692,2.0
2771,7661.02,1.18
2594,489660.8461538461,1.1153846153846154
2770,35492445.93181818,1.7727272727272727
2670,46649751.2264151,1.3584905660377358
2591,2175653.1304347827,1.7173913043478262
2768,13620.69387755102,1.3673469387755102
2767,70461491.23404256,1.702127659574468
2766,6890817.42,1.28
2545,39573058.78,1.44
2765,37215.479166666664,1.1666666666666667
2544,47171207.38,1.96
2764,42668.51063829787,1.2340425531914894
2763,63104714.29545455,1.4318181818181819
2762,45081.57777777778,1.1333333333333333
2609,17008893.960784312,1.3725490196078431
2905,126793.32075471699,1.1132075471698113
2780,18744.125,1.1875
2779,83125.1875,1.3125
2778,563250.7234042553,1.3404255319148937
2678,9628.938775510203,1.2448979591836735
2777,25738.529411764706,1.4509803921568627
2775,16573.235294117647,1.411764705882353
2774,31474.04081632653,1.2653061224489797
2476,155084.46808510637,1.3617021276595744
2674,70618.83333333333,1.3125
2574,118088.28846153847,1.5
2772,7760.02,1.18
2475,11268.416666666666,1.1458333333333333
2991,71367588.0677966,1.9322033898305084
2980,23243379.29411765,1.7647058823529411
2990,4668.683333333333,1.05
2988,5149.1,1.1666666666666667
2977,40385706.679245286,1.490566037735849
2966,15193830.875,1.325
2987,15548203.629032258,1.2096774193548387
2976,96702159.3877551,2.0816326530612246
2965,21237962.18,1.38
2986,47602269.7,1.4
2973,16715914.23076923,1.1923076923076923
2983,25348277.510638297,1.872340425531915
2971,213050809.81632653,1.9795918367346939
2948,37364964.127272725,1.7454545454545454
2989,22258.120689655174,1.1724137931034482
2967,76288.4705882353,1.2941176470588236
2693,5877502.068181818,1.5454545454545454
2744,8230.804347826086,1.1521739130434783
2743,536145.880952381,1.4523809523809523
2742,8300243.720930233,1.6744186046511629
2708,9830962.25,2.409090909090909
2749,1515477.4523809524,2.0238095238095237
2902,8258631.44,1.14
2782,103211.0,1.8666666666666667
2781,131313.51162790696,1.9534883720930232
2713,9810431.355555555,1.8888888888888888
2735,16259.255319148937,1.3829787234042554
2757,231769.68181818182,1.75
2712,28086778.790697675,1.372093023255814
2734,36192.04761904762,1.2857142857142858
2733,2886129.052631579,1.9736842105263157
2776,24695771.458333332,1.6041666666666667
2698,8377535.191489362,1.702127659574468
2510,4297199.325,1.8
2652,9014933.680851065,2.382978723404255
2719,1541482.6,1.2666666666666666
2758,14936698.553191489,1.5319148936170213
2714,45253726.6,2.422222222222222
2736,17522.063829787236,1.3191489361702127
2595,5969975.551724138,1.1896551724137931
2452,90772.10909090909,1.3636363636363635
2625,78588545.65384616,2.1923076923076925
2624,127936160.62962963,1.462962962962963
2623,18581.418181818182,1.309090909090909
2622,25079233.649122808,2.473684210526316
2621,6653484.275862069,1.4482758620689655
2620,756181.406779661,1.1864406779661016
2587,107394.30357142857,1.3214285714285714
2586,63110.017857142855,1.3928571428571428
2585,4663439.518518519,1.4814814814814814
2608,129439109.17307693,2.019230769230769
2628,8834194.020833334,1.2708333333333333
2627,65387286.541666664,2.2291666666666665
2901,44860.80701754386,1.4210526315789473
2626,40585522.90909091,1.309090909090909
2583,47689308.836363636,1.4727272727272727
2582,9266.160714285714,1.125
2361,105680.54545454546,1.309090909090909
2581,87748.27777777778,1.2222222222222223
2580,29739756.85185185,1.6296296296296295
2899,69536.08620689655,1.206896551724138
2613,8198826.846153846,1.6730769230769231
2414,649649.8333333334,1.4074074074074074
2612,186264049.6122449,1.6938775510204083
2413,56936991.45283019,1.6415094339622642
2895,742285.7678571428,1.1607142857142858
2410,64893888.345454544,2.018181818181818
2619,151475.3137254902,1.3137254901960784
2418,67371.52727272727,1.4
2616,17896317.056603774,1.2075471698113207
2417,10586889.410714285,1.2142857142857142
2756,45478.458333333336,1.2083333333333333
2754,61747.04,1.36
2750,25720.392156862745,1.2549019607843137
2571,31173663.086956523,1.2173913043478262
2746,5286526.78,1.4
2897,40456.88679245283,1.2264150943396226
2577,48176298.75,1.6875
2753,101779.04,1.34
2752,25519549.40425532,1.297872340425532
2751,11694500.469387755,1.8571428571428572
2640,14245672.68627451,1.2941176470588236
2709,1804201.4130434783,1.2173913043478262
2748,13078209.02,2.66
2769,1849456.170212766,1.2765957446808511
2422,67506455.29545455,1.6136363636363635
2903,8278746.270833333,1.4583333333333333
2893,8025670.450980392,1.2941176470588236
2953,212830001.18867925,3.0377358490566038
2588,16382358.274509804,2.0588235294117645
2350,73944587.28571428,2.2
